Page ID,Page name,Disclaimer,Amount spent (VEF)
114884288165594,Sireda-Fenatev,an advertiser in Venezuela,250000
232401080900544,Fundación Gedyt,These ads ran without a disclaimer,20400
311431722397745,Unión Integral y Democrática de todos los pueblos-MID,These ads ran without a disclaimer,18548
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,≤100
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,≤100
114588254559934,Concejo Municipal de San Francisco,an advertiser in Venezuela,≤100
102901055579612,Alcaldia Alberto Adriani,an advertiser in Venezuela,≤100
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,≤100
104419742303114,EstadoLab,These ads ran without a disclaimer,≤100
197184453658823,Mujer Verso a Verso,These ads ran without a disclaimer,≤100
