Page ID,Page name,Disclaimer,Amount spent (GBP)
311627208673,WWF UK,WWF UK,6221
7715002593,UNICEF UK,Unicef UK,6186
10677003998,Shelter,Shelter,5843
9250349228,Greenpeace UK,Greenpeace,5285
102639461303190,Fair Pay For All,Fair Pay For All,4989
97708339756,Action for Children,Action for Children,4309
117509421272,St Mungo's,St Mungo's,3466
514212165305248,Leigh Day,Leigh Day,2854
7624294394,Amnesty International UK,Amnesty International UK,2206
241312696375349,National Education Union,National Education Union,2088
799576543492660,The Week Junior,The Week Junior,2023
208573062515662,Freedom from Torture,Freedom from Torture,1953
220543443746,International Rescue Committee - UK,International Rescue Committee UK,1892
260012884055691,Metropolitan Police Service,Metropolitan Police Service,1876
408582579294175,UK government,UK Government,1872
722939897742608,The Co-operative Bank,The Co-operative Bank,1634
8539814909,International Animal Rescue,International Animal Rescue with Facebook Ad Credits,1324
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1285
185677149392,HM Armed Forces,Ministry of Defence,1237
117476785190,Save the Children UK,Save the Children UK,1236
13047522725,Crimestoppers,Crimestoppers,1148
35671512696,World Animal Protection UK,World Animal Protection UK,1097
177855115588808,The Week UK,The Week UK,1022
105135382234851,Warm This Winter,Warm This Winter,920
37981137361,The Children's Society,The Children's Society,896
121936349543,World Vision UK,World Vision UK,879
158077247591710,Refuge,Refuge,869
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,837
26698813123,British Red Cross,British Red Cross,811
6040534532,One Acre Fund,One Acre Fund,804
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,785
116625838402686,FareShare,FareShare,764
115190606920,Great Ormond Street Hospital and Children's Charity,Great Ormond Street Hospital Children's Charity,755
268801635305,Breast Cancer Now,Breast Cancer Now,646
7527864602,WaterAid UK,WaterAid UK,567
1660600037490738,Guardian Labs,Guardian Labs,566
246872175166,Action Against Hunger UK,Action Against Hunger UK,561
21517406388,Trees for Cities,Trees for Cities,532
101958682650112,ESG UK,Energy Saving Grants,510
97116898596,Sightsavers,Sightsavers,444
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),410
39605200520,ActionAid UK,ActionAid UK,402
74533526522,Simone Denny,These ads ran without a disclaimer,375
59367068326,The Ramblers,The Ramblers,348
2047806148766050,Animal Equality UK,Animal Equality UK,332
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,331
34341434454,Comic Relief,Comic Relief,326
59304777880,YMCA England & Wales,YMCA England & Wales,325
106946654868342,Water's Worth Saving,Water UK,313
547761111920012,Anglian Water - Love Every Drop,Anglian Water,311
7569385657,Co-operative Party,Co-operative Party,310
218711018144616,Chris Packham,Wild Justice,310
107310464728068,Britain Remade,BRM Futures Limited,301
18044497940,Plan International UK,Plan International UK,288
127031794038958,Blue Marine Foundation,Blue Marine Foundation,284
490007667679401,Hugh James,Hugh James,282
13695746395,Guide Dogs UK,Guide Dogs,273
249209468838241,Good Law Project,Good Law Project,272
1682367945366856,POWER Film,Power Film,264
6233536938,War Child UK,War Child UK,262
274651352565844,Oltco Ltd,Oltco Ltd,254
106620807391911,Roche,These ads ran without a disclaimer,246
101255718164248,350 UK,350.org,242
873550809444862,Mighty Earth,Mighty Earth,240
47612991154,Dignity in Dying,Dignity in Dying,238
103273814470,SolarAid,SolarAid,237
1046117708754519,Care4Calais,Care4Calais,229
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,224
112712550420527,Sumofus UK,SumOfUs,222
103835971750,Orbis UK,Orbis UK,216
358706239805,Scope,Scope,206
6708565748,CBM UK,CBM UK,203
227427673437,Tree Aid,Tree Aid,189
183831360784,Theirworld,Theirworld,189
310316436542,nhs.uk,These ads ran without a disclaimer,188
1738524969810037,Mission India UK,Mission India UK,185
912590792245688,NHS Negligence Claims,Online Legal Limited,184
7043497714,Christian Aid,Christian Aid,177
7574226993,Kew Gardens,"Royal Botanic Gardens, Kew",168
61950489543,Labour North West,The Labour Party,167
353224381469808,ifaw,IFAW,164
135456716565905,Guardian Jobs,Guardian Jobs,157
11965205188,Practical Action,Practical Action,155
107154758854119,York and North Yorkshire Devolution,York and North Yorkshire Devolution,155
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,148
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,145
6366026879,Dogs Trust,Dogs Trust,144
110538548040758,Care2 UK,John Ayling & Associates,144
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),131
91484672241,Toilet Twinning,Toilet Twinning,129
7214031395,Oxfam Great Britain,Oxfam Great Britain,124
192046384225479,Mermaids,Mermaids,124
569834799727730,National Grid UK,National Grid UK,123
112845639376,Refugee Action,Refugee Action,122
10986039307,VSO,VSO,121
103216101078525,The LEP,Leeds City Region Enterprise Partnership,120
404114017051274,The Proud Trust,The Proud Trust,120
103458012300068,Renters' Reform Coalition,Renters Reform Coalition,114
949047155159569,ConnectFutures,ConnectFutures with Facebook Ad Credits,112
87993564181,London Wildlife Trust,London Wildlife Trust,112
