Page ID,Page name,Disclaimer,Amount spent (GBP)
311627208673,WWF UK,WWF UK,9492
102639461303190,Fair Pay For All,Fair Pay For All,5865
100771226087265,Susie's Tips,Susie's Tips,5807
7715002593,UNICEF UK,Unicef UK,4686
6233536938,War Child UK,War Child UK,3989
9250349228,Greenpeace UK,Greenpeace UK,2685
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2431
7214031395,Oxfam Great Britain,Oxfam Great Britain,2162
841894835830532,Electoral Commission UK,Electoral Commission UK,1541
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,1348
514212165305248,Leigh Day,Leigh Day,1316
25749647410,The Labour Party,The Labour Party,1301
799576543492660,The Week Junior,The Week Junior,1125
10677003998,Shelter,Shelter,1111
139695000173,Good Energy,Good Energy,823
348366988862054,Oxfam Campaigns,Oxfam Great Britain,805
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,730
7043497714,Christian Aid,Christian Aid,722
103662352102391,Family Debt Help,Ian Keith Parsons,682
35671512696,World Animal Protection UK,World Animal Protection UK,678
46074836918,The Trussell Trust,Trussell Trust,665
107310464728068,Britain Remade,BRM Futures Limited,607
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",595
121936349543,World Vision UK,World Vision UK,592
101958682650112,ESG UK,Energy Saving Grants,580
10499876484,Compassion in World Farming,Compassion in World Farming,561
18168505158,The Woodland Trust,Woodland Trust,546
59367068326,The Ramblers,The Ramblers,538
805056259512648,Transport for Greater Manchester,These ads ran without a disclaimer,528
13047522725,Crimestoppers,Crimestoppers,444
401847960644025,Extinction Rebellion UK,Extinction Rebellion,442
177855115588808,The Week UK,The Week UK,424
37981137361,The Children's Society,The Children's Society,421
40409120801,Refugee Council,Refugee Council,412
7527864602,WaterAid UK,WaterAid UK,405
10114144851,NSPCC,NSPCC,404
220543443746,International Rescue Committee - UK,International Rescue Committee UK,395
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,392
1586251881644270,Keir Starmer,The Labour Party,387
1660600037490738,Guardian Labs,Guardian Labs,377
34044296391,Surfers Against Sewage,Surfers Against Sewage,375
117476785190,Save the Children UK,Save the Children UK,364
122052607808255,CAGE,CAGE,349
116625838402686,FareShare,FareShare,339
358706239805,Scope,Scope,335
195754307110390,Right To Life UK,Right To Life UK,314
358126247463,Speech and Language UK,Speech and Language UK,301
246872175166,Action Against Hunger UK,Action Against Hunger UK,288
274651352565844,Oltco Ltd,Oltco Ltd,285
230343220395979,NOW,Mediacom UK,281
112712550420527,Ekō UK,Ekō,272
143837658998810,WWT,Wildfowl and Wetlands Trust,257
175338329150218,Help For Heroes,Help for Heroes,248
39605200520,ActionAid UK,ActionAid UK,247
169042736456594,All Out,All Out,246
2047806148766050,Animal Equality UK,Animal Equality UK,237
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,228
18044497940,Plan International UK,Plan International UK,228
208573062515662,Freedom from Torture,Freedom from Torture,224
47612991154,Dignity in Dying,Dignity in Dying,214
841989992525255,North Herefordshire Conservatives,North Herefordshire Conservatives,208
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,207
698773137204706,Give My View,Built-ID,203
158077247591710,Refuge,Refuge,199
313376249090900,The Humane League UK,The Humane League UK,191
249209468838241,Good Law Project,Good Law Project,179
547761111920012,Anglian Water - Love Every Drop,Anglian Water,175
200006375787,38 Degrees,38 Degrees,172
