Page ID,Page name,Disclaimer,Amount spent (EUR)
101519168409673,Dimitar Kovacevski,СДСМ,≤100
255990845327431,Левица,Левица / E majta / Levica,≤100
1482737048633478,Институт за комуникациски студии ИКС / Institute of Communication Studies,Институт за комуникациски студии,≤100
101245041522588,Blerim Bexheti,Blerim Bexheti,≤100
192483774872658,Демократи,Демократи,≤100
100746718435265,Fatmir Bytyqi,Fatmir Bytyqi,≤100
100954761298205,frontline.mk,frontline.mk,≤100
834430179960751,СДСМ Ѓорче Петров,SDSM Gjorce Petrov,≤100
1677572455714659,Јорго Огненовски,Jorgo Ognenovski,≤100
1723716297849902,Ljupcho Nikolovski,Ljupcho Nikolovski,≤100
107045155399432,CDU-Centralna Demokratska Unija,CDU-Centralna Demokratska Unija,≤100
