Page ID,Page name,Disclaimer,Amount spent (GBP)
106626487721376,Amazon Europe,Amazon Europe,6072
102639461303190,Fair Pay For All,Fair Pay For All,5472
7715002593,UNICEF UK,Unicef UK,5224
311627208673,WWF UK,WWF UK,5134
8807334278,Conservatives,The Conservative Party,4909
25749647410,The Labour Party,The Labour Party,2686
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2622
9250349228,Greenpeace UK,Greenpeace UK,2589
21242962092,ClientEarth,ClientEarth,1943
7214031395,Oxfam Great Britain,Oxfam Great Britain,1846
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1573
114302109964775,Make My Money Matter,Make My Money Matter,1555
799576543492660,The Week Junior,The Week Junior,1340
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",1318
61950489543,Labour North West,The Labour Party,1274
137385490131,Electoral Reform Society,Electoral Reform Society,1166
7527864602,WaterAid UK,WaterAid UK,947
841894835830532,Electoral Commission UK,Electoral Commission UK,881
569834799727730,National Grid UK,National Grid UK,844
121936349543,World Vision UK,World Vision UK,754
26698813123,British Red Cross,British Red Cross,737
100265009526760,NEDDC Conservatives,North Derbyshire Conservatives,737
7043497714,Christian Aid,Christian Aid,697
10677003998,Shelter,Shelter,662
220543443746,International Rescue Committee - UK,International Rescue Committee UK,625
353224381469808,ifaw,IFAW,616
177855115588808,The Week UK,The Week UK,579
1104066886293096,East Midlands Labour,East Midlands Labour Party,578
34044296391,Surfers Against Sewage,Surfers Against Sewage,575
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,553
514212165305248,Leigh Day,Leigh Day,534
103662352102391,Family Debt Help,Ian Keith Parsons,519
13047522725,Crimestoppers,Crimestoppers,471
805056259512648,Transport for Greater Manchester,Transport for Greater Manchester,459
407402162736656,Labour East,The Labour Party,458
117476785190,Save the Children UK,Save the Children UK,453
1608245282744484,Yorkshire and the Humber Labour Party,The Yorkshire and Humber Labour Party,449
18168505158,The Woodland Trust,Woodland Trust,437
139695000173,Good Energy,Good Energy,436
116658961367075,GloryRideMusical,Fifty Technology,410
379736282091580,Great Yarmouth Labour,The Labour Party,387
965312526817132,Ashford Labour,Ashford Constituency Labour Party,378
10114144851,NSPCC,NSPCC,377
195754307110390,Right To Life UK,Right To Life UK,350
120398348115491,Residents for Uttlesford - R4U,Residents for Uttlesford,339
1586251881644270,Keir Starmer,The Labour Party,336
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,326
105298484651843,SME Climate Hub,SME Climate Hub,322
358706239805,Scope,Scope,313
158077247591710,Refuge,Refuge,299
116410721348434,Liberate Liverpool,Liberate Liverpool,297
1660600037490738,Guardian Labs,Guardian Labs,291
274651352565844,Oltco Ltd,Oltco Ltd,284
104768005247443,Say No To WHO,Say no to WHO,276
802578236475504,Erewash Labour,East Midlands Labour Party,269
169042736456594,All Out,All Out,266
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,265
47612991154,Dignity in Dying,Dignity in Dying,261
246872175166,Action Against Hunger UK,Action Against Hunger UK,254
698773137204706,Give My View,Built-ID,253
166917856704286,Essex County Council,Essex County Council,250
71409503111,Manchester City Council,Manchester City Council,240
104732130870119,Slough Borough Council,Slough Borough Council,238
107818238902501,Ocean Census,Ocean Census,232
112712550420527,Ekō UK,Ekō,219
140064492697345,Bournemouth Green Party,"Bournemouth, Christchurch & Poole Green Party",214
2279966602282911,Stoke-on-Trent Labour,Stoke-on-Trent Labour,214
104659471147991,City of Leicester Conservatives,City of Leicester Conservative Federation,211
249209468838241,Good Law Project,Good Law Project,198
632184833605348,YouPolitics.uk,Robin Michael Horsley,194
685018844928882,Labour North,The Labour Party,188
104255571968810,Save My Vape,Save My Vape,187
267272810055454,Mansfield Labour Party,Mansfield Labour Party,177
100579429217583,Bridget Kelly - East Ecclesfield Campaigner,Bridget Kelly - East Ecclesfield Campaigner,177
141500959223137,I love Oldham,Oldham Council,169
6316017331,Terrence Higgins Trust,Terrence Higgins Trust,163
8423257659,Simon Brodkin,Avalon,157
1528465387407368,Chelmsford Conservatives,Chelmsford Conservatives,157
104267545594639,North East Derbyshire Labour,East Midlands Labour Party,154
290498754454402,European Movement UK,European Movement UK,154
129621013755944,Guildford Liberal Democrats,Guildford Liberal Democrats,153
13533633585,National Trust,National Trust,149
102419351480447,Budweiser Brewing Group UK&I,AB InBev,145
110538548040758,Care2 UK,John Ayling & Associates,145
109927463062542,South East Cambridgeshire Conservative Association,South East Cambridgeshire Conservative Association,144
123817579216,Labour South East,The Labour Party,144
10986039307,VSO,VSO,143
208573062515662,Freedom from Torture,Freedom from Torture,142
18044497940,Plan International UK,Plan International UK,142
107458721218674,ADF UK,ADF UK,141
386752004789933,Canterbury Labour Party,Canterbury Labour Group,141
300669537056456,Wolverhampton Conservatives,Wolverhampton Conservatives,139
260012884055691,Metropolitan Police Service,Metropolitan Police Service,131
13655260370,Penguin Books,Penguin Books,130
172855909743145,Poole Conservatives,Poole Conservatives,128
8422578815,Soil Association,Soil Association,127
361357197279177,Ashford Conservatives,Ashford Constituency Conservative Association,125
691735234593687,Stop The Arc Group,Stop The Arc Group,124
407959605904723,Labour West Lancashire,West Lancashire Labour,123
18933990398,Stonewall,Stonewall UK,117
101255718164248,350 UK,350.org,117
230343220395979,NOW,Mediacom UK,116
486629864706816,Chichester Liberal Democrats,Jill Hilliard,112
142432831702,Plymouth Labour,Plymouth Labour,109
143081799165389,Exeter Labour Party,Exeter Labour Party,108
143837658998810,WWT,Wildfowl and Wetlands Trust,108
100757718774002,Daikin UK,These ads ran without a disclaimer,108
1553554041540601,Burton and Uttoxeter Conservatives,Burton and Uttoxeter Conservatives,106
124471347603278,Positive Money UK,Positive Money,105
59367068326,The Ramblers,The Ramblers,104
812331435456726,Derby Labour Party,James Shires,103
200006375787,38 Degrees,38 Degrees,102
110100268235797,Hyphen,Link Media Corporation Ltd,101
