Page ID,Page name,Disclaimer,Amount spent (VND)
100662756259026,Thanh Vân Hugo,These ads ran without a disclaimer,106070
1507429892822619,BOM Money,BOM Money,3393
103111032473035,Lương Y Phạm Văn Thanh - Xương Khớp Vùng Cao,These ads ran without a disclaimer,2285
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,1844
103504685839697,SÁCH TỔNG HỢP,These ads ran without a disclaimer,504
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,193
101865258169428,ĐEN Secondhand,ĐEN Secondhand,176
100190251454228,Bình Bán Book,These ads ran without a disclaimer,≤100
107713842237310,SÁCH HAY GIÁ RẺ,These ads ran without a disclaimer,≤100
108572101523372,灣傳媒,These ads ran without a disclaimer,≤100
