Page ID,Page name,Disclaimer,Amount spent (PLN)
107758219306090,OLX Polska,OLX Polska,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
1683534065241470,OKO.press,OKO.press,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
311278685609822,Fundacja Centaurus,Fundacja Centaurus,≤100
157255317751718,Kancelaria Mentzen,Kancelaria Mentzen,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
114453729684,gazetaprawna.pl,gazetaprawna.pl,≤100
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
100726255907768,Świadoma Ekonomia,Świadoma Ekonomia,≤100
