Page ID,Page name,Disclaimer,Amount spent (CRC)
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,7002
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,5925
1697191247176676,Diego Miranda Méndez,Diego Miranda Méndez,4851
102084562479533,Digital506,Digital506,2398
109647142474976,Alcalde Arnoldo Barahona,These ads ran without a disclaimer,2222
100501059693877,Johan Smith Gamboa Precandidato Alcaldía San José PNG,Johan Smith Gamboa Precandidato Alcaldía San José PNG,2031
265843867173714,La Revista,La Revista,1196
117476041631671,AmCham Costa Rica,AmCham Costa Rica,1077
123191400766960,Incubadora +Cr,+Costa Rica,≤100
2003811319668592,Partido Unidos Podemos - Parrita,Partido Unidos Podemos - Parrita,≤100
447828135241448,Mente Poderosa,These ads ran without a disclaimer,≤100
