Page ID,Page name,Disclaimer,Amount spent (VEF)
341721517096411,Radio Asamblea Nacional,an advertiser in Venezuela,500000
564188034075673,Roberto Enriquez,an advertiser in Venezuela,465029
329454973810761,Elias Sayegh,an advertiser in Venezuela,270001
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,250000
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,250000
108285055362768,Belleza_Islamica,These ads ran without a disclaimer,133250
1575300589428722,Tony Flores Oficial,These ads ran without a disclaimer,≤100
102647707761487,Zelda Fitzgerald,These ads ran without a disclaimer,≤100
107040575646313,Renata Marina,These ads ran without a disclaimer,≤100
1387178681545505,Concejo Municipal de Junin,an advertiser in Venezuela,≤100
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,≤100
