Page ID,Page name,Disclaimer,Amount spent (IDR)
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,2155477
318316705029207,Jefirstson R Riwu Kore,Jefirstson R Riwu Kore,217291
109793991710079,Jane Natalia Suryanto,Jane Natalia Suryanto,217048
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,184604
104379529349186,Bang Eman For DPR RI,"Emanuel Herdyanto Moat Gleko S.H., M.H.",149462
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,107470
106690092440342,Pemilu KIT,Ramdan Casmara,86480
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,75144
111864151754055,Esensi TV,Esensi Tv,66632
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,53626
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,51929
273454719936085,"Yohanis Fransiskus Lema, S.IP, M.Si","Yohanis Fransiskus Lema, S.IP, M.Si",47713
100649018546817,GanjarFans,GanjarFans,31078
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,20817
8715906316,Philips,These ads ran without a disclaimer,18584
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,11564
105903795626960,Ruangcuan.com,Ruangcuan.com,10039
102791229290192,Caleg Stater Kit,Caleg Stater Kit,8191
165114026832502,Grace Natalie,Partai Solidaritas Indonesia,6223
101228692503239,Opini Publik,Opini Publik,6156
104427162506872,Fakta Anies,Fakta Anies,5641
1547369918837496,Zulkifli Hasan,Media Center PAN,5425
39253583478,PDI Perjuangan,PDI Perjuangan,5233
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,5228
125393113807561,Rana.Id,Nadif Dava Nugraha,4088
1620632751542044,Isyana Bagoes Oka,Partai Solidaritas Indonesia,3840
173776079818775,Saiful Mujani,Saidiman,3292
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,2479
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,2202
349963858704476,Komit Digital,Komit Digital,2013
118441681138266,pinjaman_perbulann.official,These ads ran without a disclaimer,1923
106369021821580,Partai Buruh,Partai Buruh,1877
103330282779367,Dua Digits Creative,Fikri Aziz,1383
582402568517453,Coretan Kehidupan,Coretan Kehidupan,1219
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,919
106919112303644,Jasa Pembuatan Video,Jasa Pembuatan Video,829
235008702771,Alfamart,These ads ran without a disclaimer,780
102992659323593,Komit Studio,Komit Studio,769
102273039070802,Info Terkini,Muhammad Miftakhunnaim,763
615278595537091,SimCaleg - Aplikasi Pemilihan Legislatif,SimCaleg - Aplikasi Pemilihan Legislatif,752
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,735
107674052345943,Racik Digital,Angga Syahputra,661
110665381423733,Kliklaman Digital,Kliklaman Digital,615
349963858704476,Komit Digital,These ads ran without a disclaimer,529
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,509
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,450
106256777922958,SEA Today News,These ads ran without a disclaimer,374
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,356
635425077088293,Sahabat Pak Tengku,Ero Sukarna,324
113611098398764,Persepsi Politik,Firza Arzanda,324
101420888755238,Nusantara Advertising,These ads ran without a disclaimer,304
312490859193724,mensbatik,Bayu Setayudha,296
116715223517954,YouSee Indonesia,YouSee Indonesia,262
255601878216867,Komisaris Politik,Komisaris Politik,262
197545083607941,Harian Kompas,Harian Kompas,225
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,215
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,198
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,195
100159712647702,Fakta Anies Baswedan,Gerakan Perubahan,186
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,176
106412582430209,Herbal Kita Semua,These ads ran without a disclaimer,172
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,168
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,160
123567667407063,MA Media Center,Masgul Abdullah,158
106004407402000,Cakap Politik,Cakap Politik,130
107267638720792,Redme ID,These ads ran without a disclaimer,≤100
101979816154547,PMB UNSIQ,These ads ran without a disclaimer,≤100
288913648589280,"Mustaat Saman, S.Hut",Mustaat Saman,≤100
303339530017265,Huawei For Indonesia,Wonny Nur Rimba Utami,≤100
103635606080311,Gora,These ads ran without a disclaimer,≤100
114002485044555,Bobets003,These ads ran without a disclaimer,≤100
102268639564020,Bobets004,These ads ran without a disclaimer,≤100
