Page ID,Page name,Disclaimer,Amount spent (ISK)
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,10344
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,2224
314036327204,VR,VR,1967
154893001218870,ADHD samtökin,ADHD samtökin,1341
137524753533383,Miðflokkurinn,Fjóla Björnsdóttir,1093
1011307815614890,Ríkislögreglustjóri,Ríkislögreglustjóri,951
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,744
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,636
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,470
1438606279746434,Heiða Björg Hilmisdóttir,Heiða Hilmisdóttir,165
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
