Page ID,Page name,Disclaimer,Amount spent (BBD)
140515453215980,DEPUTY,These ads ran without a disclaimer,≤100
214398035293119,Atlantic Union Adventist Youth Ministries,These ads ran without a disclaimer,≤100
456851011739495,Housecoast,These ads ran without a disclaimer,≤100
