Page ID,Page name,Disclaimer,Amount spent (HNL)
1392592317738074,Jorge Cálix,Jorge Cálix,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
114601521910,Jorge Aldana,Jorge  Aldana,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
103825695591860,Josue Colindres Diputado,Johana Elizabeth Colindres Castellanos,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
1407514189462890,Carlos Master Muñoz,These ads ran without a disclaimer,≤100
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100
946133165540703,Expediente Público,These ads ran without a disclaimer,≤100
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,≤100
158158757637896,Alianza Paz y Justicia,Alianza Paz y Justicia,≤100
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,≤100
