Page ID,Page name,Disclaimer,Amount spent (HNL)
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
110882925332549,Yani Rosenthal,Yani Benjamin Rosenthal Hidalgo,≤100
114601521910,Jorge Aldana,Jorge  Aldana,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
1392592317738074,Jorge Cálix,Jorge Cálix,≤100
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100
112217765061942,Marcos Ramiro Lobo Rosales,These ads ran without a disclaimer,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,≤100
