Page ID,Page name,Disclaimer,Amount spent (BBD)
110251704784438,The Ashley Lashley Foundation,These ads ran without a disclaimer,≤100
106636228870417,"Angela U Carter, Author",These ads ran without a disclaimer,≤100
100696586305964,Fine Art Photography Prints by Rico X.,These ads ran without a disclaimer,≤100
