Page ID,Page name,Disclaimer,Amount spent (UYU)
102652064888705,REDUY.net,REDUY,122
2229936167288652,Juan Sartori,Equipo Juan Sartori,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100
860395507438977,Compromiso con el cambio,Santiago Raffo Arias,≤100
165042833621264,Schneider Electric,These ads ran without a disclaimer,≤100
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100
515292708481100,Cambio Climático & Calentamiento Global,These ads ran without a disclaimer,≤100
