Page ID,Page name,Disclaimer,Amount spent (AED)
106235965464903,GITEX Impact,These ads ran without a disclaimer,≤100
565156863685851,GTECH Digital,These ads ran without a disclaimer,≤100
114414808235140,BSCKll - Nguyễn Hồng Siêm,These ads ran without a disclaimer,≤100
109206005422286,Canada Visa Sponsorship,These ads ran without a disclaimer,≤100
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
101050069020297,meemgallery,These ads ran without a disclaimer,≤100
384422538296426,United Palestinian Appeal - UPA,These ads ran without a disclaimer,≤100
104575332572578,VceDws,These ads ran without a disclaimer,≤100
115793364731241,amouriloubna,These ads ran without a disclaimer,≤100
