Page ID,Page name,Disclaimer,Amount spent (ISK)
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,379
314036327204,VR,VR,354
573559522797177,Flokkur fólksins,Flokkur Fólksins,327
737169626371453,Stundin,Stundin,208
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,194
154893001218870,ADHD samtökin,ADHD samtökin,184
106979180938014,Samstöðin,Samstöðin ehf,108
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,≤100
202456013104343,Sjálfstæðisflokkurinn í Reykjanesbæ,Sjálfstæðisflokkurinn í Reykjanesbæ,≤100
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,≤100
115121024788993,Bio government,These ads ran without a disclaimer,≤100
