Page ID,Page name,Disclaimer,Amount spent (CRC)
265843867173714,La Revista,La Revista,5345
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,4917
643513979193133,Unidos por Beatriz,Neuma,2982
102084562479533,Digital506,Digital506,1981
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,560
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,560
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,560
2006883116083469,Cristopher Montero Jiménez,Cristopher Montero Jimenez,125
103410222658639,adhoc_immigration,These ads ran without a disclaimer,≤100
2092924957605425,Solis,These ads ran without a disclaimer,≤100
