Page ID,Page name,Disclaimer,Amount spent (IDR)
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,373788
100382756075812,GP Kalimantan Timur,Ganjar Nusantara Indonesia,170516
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,49709
68793499001,UNICEF,UNICEF with Facebook Ad Credits,31463
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,20315
112465261559898,Lensa Kutai Kartanegara,Ganjar Nusantara Indonesia,18263
105425845606525,Balikpapan terdepan,Ganjar Nusantara Indonesia,17321
101872465967714,Samarinda Bahagia,Ganjar Nusantara Indonesia,16953
102317908914727,Climate Justice Indonesia,Climate Justice Indonesia,15908
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,15731
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,15599
101247799347302,Entrepreneurs-Indonesia,These ads ran without a disclaimer,9301
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,8260
1500139846952052,Howel and Co,These ads ran without a disclaimer,7744
756567881057213,Airlangga Hartarto,Airlangga Hartarto,6330
102273039070802,Info Terkini,Muhammad Miftakhunnaim,6143
106559844743969,kumparanplus,PT. Dynamo Media Network,4668
197545083607941,Harian Kompas,Harian Kompas,4428
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,4409
100493776029547,SiCaleg - Aplikasi Pemilihan Legislatif,SiCaleg,4127
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,4083
104830667806476,Melihat Indonesia,Melihat Indonesia,3638
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,3387
101601538648991,Gerindra Lampung Official,"Asroni Paslah, S.Pd",3369
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,3225
110750361762052,Pikiran Rakyat,Desta Darmawansyah,3105
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,3025
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,3015
103421759149899,Geocorner Indonesia,Geocorner,2830
107965558190911,Bansos by DTKS,Mirza Eko Purwanto,2704
105078775340816,Satuan Tugas UU Cipta Kerja,Satuan Tugas UU Cipta Kerja,2527
104985064840959,politician_academy,Rizky Suhandi,2293
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,2284
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,2200
100398849135155,Sandiku Sayang,Iwan Hardiansyah,2068
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,1926
173776079818775,Saiful Mujani,Saidiman,1802
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,1696
111335038951442,Sapawarga Kota Surabaya,Dinni Anggraeni,1672
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,1501
101203454841155,Kota Kite,Prayogo,1439
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,1417
106253264560859,Air Kami,Air Kami,1306
105195635486519,Klise Nusantara,Ganjar Nusantara Indonesia,1203
106256777922958,SEA Today News,These ads ran without a disclaimer,1071
110952238516382,Kiki Daliyo,Juniar Dwi Harianto,1063
107565455160464,Indonesia Opini,Ganjar Nusantara Indonesia,1062
103581752405141,Sobar Harahap,Ganjar Nusantara Indonesia,853
100676262667808,Story Nusantara,Ganjar Nusantara Indonesia,814
105308715676825,Filosofi Indonesia,Ganjar Nusantara Indonesia,788
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,745
110952238516382,Kiki Daliyo,Dwi Wantoro,680
202555993805088,Caption,Ganjar Nusantara Indonesia,677
113058461386521,Mercusuar Indonesia,Ganjar Nusantara Indonesia,657
40841178757,Elnino Mohi,Elnino Mohamad Husein Mohi,613
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,567
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,552
101403669397488,Nikmatul Sugiyarto,Ganjar Nusantara Indonesia,550
303339530017265,Huawei For Indonesia,These ads ran without a disclaimer,537
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,528
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,520
1672283496324149,Pyopp - Babies & Kids Footwear,These ads ran without a disclaimer,487
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,476
104843487722931,Portal Islam id,Portal Islam ID,449
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,418
100739975934515,Kemajuan Tanah Air,Muhammad Miftakhunnaim,416
1997332140365160,DPD PKS Samarinda,Rahmat Agung Pamungkas,361
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,352
110056788323890,Pikiran Indonesia,Ganjar Nusantara Indonesia,266
1331975750272439,CPNS CAT,These ads ran without a disclaimer,265
107816328582911,Kominfo PPP Sulteng,Moh Randi M,223
104799384898162,Indonesia Berkabar,Ganjar Nusantara Indonesia,190
115424366495582,Papua Damai,These ads ran without a disclaimer,188
104427162506872,Fakta Anies,Fakta Anies,186
108676115131939,Nusantara Cerdas,Ganjar Nusantara Indonesia,166
101338198587608,Indonesia Luar Biasa,Ganjar Nusantara Indonesia,142
110575668180598,Yayasan Bahtera Peduli Nusantara,These ads ran without a disclaimer,≤100
100147872667354,Kata Nusantara,Ganjar Nusantara Indonesia,≤100
106758122177598,Sahabat Sejati Reglow,These ads ran without a disclaimer,≤100
100779289057524,Kitong Media,These ads ran without a disclaimer,≤100
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100
136821959798730,Rudralife,These ads ran without a disclaimer,≤100
565225540184937,CGTN,These ads ran without a disclaimer,≤100
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100
