Page ID,Page name,Disclaimer,Amount spent (ISK)
573559522797177,Flokkur fólksins,Flokkur Fólksins,5404
314036327204,VR,VR,4717
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,2155
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1603
154893001218870,ADHD samtökin,ADHD samtökin,1563
737169626371453,Stundin,Stundin,1121
106979180938014,Samstöðin,Samstöðin ehf,1084
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,594
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,440
202456013104343,Sjálfstæðisflokkurinn í Reykjanesbæ,Sjálfstæðisflokkurinn í Reykjanesbæ,329
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,236
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,≤100
115121024788993,Bio government,These ads ran without a disclaimer,≤100
