Page ID,Page name,Disclaimer,Amount spent (CHF)
596046163789199,FBP Vaduz,FBP Ortsgruppe Vaduz,≤100
386589190940,Vaterländische Union (VU),Vaterländische Union,≤100
112222891627032,Häsch #gwösst,Häsch #gwösst,≤100
