Page ID,Page name,Disclaimer,Amount spent (SAR)
108707122276820,HI BRO,These ads ran without a disclaimer,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
109351558883749,2.1 shakib,These ads ran without a disclaimer,≤100
114187068272331,bwsltn2441,These ads ran without a disclaimer,≤100
100884009485439,American Global Consulting - Education,These ads ran without a disclaimer,≤100
112275678521830,KISAH NYATA SAYA,These ads ran without a disclaimer,≤100
104240859036097,Germany Express,These ads ran without a disclaimer,≤100
106612132495550,Shathi,These ads ran without a disclaimer,≤100
10250877124,Arab News,These ads ran without a disclaimer,≤100
101435042876028,Free wine tips,These ads ran without a disclaimer,≤100
21169267101,Give,These ads ran without a disclaimer,≤100
115599231576729,Juwel Rana,These ads ran without a disclaimer,≤100
207268042645317,Macquarie Group,These ads ran without a disclaimer,≤100
103275316440319,Al Nahar Ryada,These ads ran without a disclaimer,≤100
107056379110511,SOREE PM,These ads ran without a disclaimer,≤100
1639362889612809,Mubasher Capital,These ads ran without a disclaimer,≤100
