Page ID,Page name,Disclaimer,Amount spent (AOA)
931458143625686,Maître Avatar Jean Pierre Manzolo,These ads ran without a disclaimer,≤100
1429130057407968,Apostle Elijah Olopade,These ads ran without a disclaimer,≤100
