Page ID,Page name,Disclaimer,Amount spent (PHP)
101520066053972,RepublicAsia,"RepublicAsia Media, Inc.",≤100
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,≤100
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,≤100
555503991321280,Geraldine Roman,Sulong Pilipinas,≤100
107092931016452,Negosyante News,Negosyante News,≤100
106621860996841,IOptions Ventures Corp.,iOptions Ventures Corp.,≤100
1871757276390999,Cong. Mannix Dalipe - Page,Manuel Jose M. Dalipe,≤100
1058962734159503,"Gov. Rogelio ""Ruel"" D. Pacquiao - Sarangani Province",Chris Yurong Perpetua,≤100
325780477966356,Geo 24/7,Energy Development Corporation,≤100
529901257160994,Paz Radaza,Klin Mar Mejo,≤100
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,≤100
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,≤100
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,≤100
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,≤100
