Page ID,Page name,Disclaimer,Amount spent (ISK)
186832971410181,Kvenréttindafélag Íslands,These ads ran without a disclaimer,1266
737169626371453,Heimildin,Stundin,450
111020791969904,Vísbending,Sameinaða útgáfufélagið,401
1518790851708164,Samtök fyrirtækja í sjávarútvegi,SFS - Samtök fyrirtækja í sjávarútvegi,309
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Foreldrasamtök gegn áfengisauglýsingum,254
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,108
573559522797177,Flokkur fólksins,Flokkur Fólksins,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
202802126448131,Samfylkingarfélagið í Reykjavík,Samfylkingarfélagið í Reykjavík,≤100
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
118339071290748,EuroToday,These ads ran without a disclaimer,≤100
124340177284061,TomorrowBuilding,These ads ran without a disclaimer,≤100
