Page ID,Page name,Disclaimer,Amount spent (QAR)
103642878968613,Way of Life,These ads ran without a disclaimer,≤100
1557231747832291,afikra,These ads ran without a disclaimer,≤100
112626571810239,നന്മ മരം,These ads ran without a disclaimer,≤100
465638970221042,خواطر الياسمين - ياسمين العيساوي,These ads ran without a disclaimer,≤100
107276652306235,حقائق السودان,These ads ran without a disclaimer,≤100
