Page ID,Page name,Disclaimer,Amount spent (VND)
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,81282
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,69393
109874745174543,Vàng Bạc Kim Ngọc Anh,These ads ran without a disclaimer,36268
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,10556
107966888726987,Đất Nền Quận12 _Tp HCM,These ads ran without a disclaimer,9835
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,8226
101825789362820,Trung Tâm Điều Trị U - Triệt Tiêu Các Tế Bào Ung Thư 3,These ads ran without a disclaimer,7411
1130940670257375,CMC,These ads ran without a disclaimer,4785
118472574611199,Lương Y Phạm Văn Thanh - Bài Thuốc Chuyên Trị Tiểu Đường,These ads ran without a disclaimer,4228
108685817326606,Truther Piece Official,These ads ran without a disclaimer,1811
100288002365580,Con Đường Đầu Tư Khởi Nghiệp,These ads ran without a disclaimer,1409
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,1022
104620582681504,"Viện Ung Bướu - trị U xơ, U nang, U tuyến giáp",These ads ran without a disclaimer,873
1433703283355526,Tủ Sách Pháp Luật,These ads ran without a disclaimer,537
106804181978871,5 Phút Thôi - Vấn Đề Địa Lý,These ads ran without a disclaimer,≤100
103793018450481,Phạm Văn Thanh - Lào Cai 0973511926,These ads ran without a disclaimer,≤100
102556029420226,Okie Girl Brands,These ads ran without a disclaimer,≤100
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100
