Page ID,Page name,Disclaimer,Amount spent (ISK)
152804904889,Samfylkingin,Samfylkingin,432
573559522797177,Flokkur fólksins,Flokkur Fólksins,400
314036327204,VR,VR,389
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,324
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,221
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,219
154893001218870,ADHD samtökin,ADHD samtökin,183
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,149
737169626371453,Stundin,Stundin,142
137524753533383,Miðflokkurinn,Miðflokkurinn,140
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,123
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,114
626846780726124,Viðreisn,Viðreisn,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,≤100
107002601345017,VÁ - Félag um vernd fjarðar,These ads ran without a disclaimer,≤100
106979180938014,Samstöðin,These ads ran without a disclaimer,≤100
361879443846240,Túristi.is,These ads ran without a disclaimer,≤100
