Page ID,Page name,Disclaimer,Amount spent (ISK)
314036327204,VR,VR,38806
737169626371453,Stundin,Stundin,6467
154893001218870,ADHD samtökin,ADHD samtökin,2309
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,1416
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,1369
106979180938014,Samstöðin,Samstöðin ehf,993
509866436098947,Sabine Leskopf,Sabine Leskopf,841
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,779
106430331983242,Ragnhildur Alda M. Vilhjálmsdóttir,Ragnhildur Alda Vilhjálmsdóttir,773
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,735
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,686
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100
110367919014958,ERGO,These ads ran without a disclaimer,≤100
100192602860755,События,These ads ran without a disclaimer,≤100
