Page ID,Page name,Disclaimer,Amount spent (SAR)
366743290567184,WIRED Middle East,These ads ran without a disclaimer,≤100
110136618710146,Afrika yetu,These ads ran without a disclaimer,≤100
107847177821253,NOW الشرق,These ads ran without a disclaimer,≤100
