Page ID,Page name,Disclaimer,Amount spent (TND)
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,≤100
101378831224024,Ayachi Zammel - العياشي زمال,These ads ran without a disclaimer,≤100
392479007911399,قهواجي البرلمان,These ads ran without a disclaimer,≤100
