Page ID,Page name,Disclaimer,Amount spent (ISK)
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,775
314036327204,VR,VR,264
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,151
154893001218870,ADHD samtökin,ADHD samtökin,129
1011307815614890,Ríkislögreglustjóri,Ríkislögreglustjóri,111
137524753533383,Miðflokkurinn,Fjóla Björnsdóttir,102
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
1438606279746434,Heiða Björg Hilmisdóttir,Heiða Hilmisdóttir,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
