Page ID,Page name,Disclaimer,Amount spent (VEF)
114588254559934,Concejo Municipal de San Francisco,an advertiser in Venezuela,250000
232401080900544,Fundación Gedyt,These ads ran without a disclaimer,73950
197184453658823,Mujer Verso a Verso,These ads ran without a disclaimer,13626
102901055579612,Alcaldia Alberto Adriani,an advertiser in Venezuela,≤100
104419742303114,EstadoLab,These ads ran without a disclaimer,≤100
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,≤100
104458994617452,Claypots we are,These ads ran without a disclaimer,≤100
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,≤100
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,≤100
311431722397745,Unión Integral y Democrática de todos los pueblos-MID,These ads ran without a disclaimer,≤100
