Page ID,Page name,Disclaimer,Amount spent (VND)
109874745174543,Vàng Bạc Kim Ngọc Anh,These ads ran without a disclaimer,13523
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,9892
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,2646
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,2462
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,1008
113899670306066,Poljot Int VN,These ads ran without a disclaimer,763
100501456174615,Kho Tàng Sách Cổ Xưa,These ads ran without a disclaimer,470
108685817326606,Truther Piece Official,These ads ran without a disclaimer,383
1433703283355526,Tủ Sách Pháp Luật,These ads ran without a disclaimer,171
109789038504925,جمعیت اہلحدیث  پاکستان,These ads ran without a disclaimer,165
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100
