Page ID,Page name,Disclaimer,Amount spent (AUD)
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,536
68280472472,Queensland Conservation Council,Queensland Conservation Council,403
10113538711,WWF-Australia,WWF-Australia,314
308746806571901,Advance Australia,Advance Australia,313
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,292
552968198133394,Peter Dutton,Peter Dutton MP,274
101589645013040,Thrive by Five,Thrive By Five,253
92824008332,Plan International Australia,Plan International Australia,239
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,234
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,218
1776727752614025,Glencore,Glencore Australia,175
447447719391089,Health Care Providers Association,Health Care Providers Association,169
150255771679533,Karen Andrews MP,Karen Andrews MP,169
8422338499,The Wilderness Society,The Wilderness Society,157
199045310115813,The Urban Developer,The Urban Developer,149
494820897261439,Bank Australia,Bank Australia,132
2123082547982848,ValuEd Voices,Christian Schools Alliance,102
331204223675563,United Australia Party,United Australia Party,102
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,≤100
279645455502809,Ross Vasta MP,Ross Vasta MP,≤100
504855933190931,Time for Change - Change Aged Care,United Workers Union,≤100
157481181070130,Indigenous Employment Australia,Access,≤100
1300759363397798,Terry Young MP,Terry Young MP,≤100
102329728050606,From the Heart,Cape York Institute,≤100
177072498997234,NSW Electoral Commission,NSW Electoral Commission,≤100
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,≤100
107939487783753,Garth Hamilton MP,Garth Hamilton MP,≤100
486290621414640,Australian Government Department of Health and Aged Care,Australian Government Department of Health,≤100
182564410468,Australia for UNHCR,Australia for UNHCR,≤100
205327792883589,Stuart Robert MP,Stuart Robert MP,≤100
1734173853529152,Queensland Family and Child Commission,Queensland Family and Child Commission,≤100
272757739102,Engineers Australia,Engineers Australia,≤100
1407148622837316,Empowered Communities,Empowered Communities,≤100
10852627380,World Animal Protection Australia,World Animal Protection Australia,≤100
345960425540557,The Climate Council,The Climate Council,≤100
2095657470702857,Senator Susan McDonald,Senator Susan McDonald,≤100
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,≤100
328245481103110,Senator Alex Antic,Alex Antic,≤100
316480331783930,Australian Unions,Australian Unions,≤100
125812604095801,Invasive Species Council,Invasive Species Council,≤100
