Page ID,Page name,Disclaimer,Amount spent (VND)
106243122476633,Từ Thiện 68 Game Bài,These ads ran without a disclaimer,70469
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,42088
654396084640049,IMM GROUP,IMM Group,19349
101013847927879,Hoàng Minh Quân,These ads ran without a disclaimer,15272
100927762805276,"Lương Y Phú Quý - Điều Trị U Tuyến Giáp,U Xơ,U nang ,Bướu cổ 0924.071.394",These ads ran without a disclaimer,14082
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,5453
108448245225570,Vươn Lên Cuộc Sống 5.0,These ads ran without a disclaimer,2580
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,1046
110700432044164,Thầy Thuốc Phạm Văn Thanh,These ads ran without a disclaimer,891
105797069097387,Khởi Nghiệp Cùng Chuyên Gia,These ads ran without a disclaimer,641
103355402674135,Thẩm Mỹ Giảm béo Công nghệ cao,These ads ran without a disclaimer,537
101291708363728,Tổng kho sách,These ads ran without a disclaimer,175
108570324189693,Phạm Nhật Dương,These ads ran without a disclaimer,123
604965376348304,Hawonkoo,These ads ran without a disclaimer,106
105754644274173,Hoàng Minh Hiếu,These ads ran without a disclaimer,≤100
103543005987724,Mỹ phẩm đông anh trang cty chính chủ,These ads ran without a disclaimer,≤100
105310469026814,Nhật Bản Chờ Tôi Nhé,These ads ran without a disclaimer,≤100
100904822517086,Non-trivial,These ads ran without a disclaimer,≤100
106598818743489,APT News,These ads ran without a disclaimer,≤100
101625862804723,Lipol,These ads ran without a disclaimer,≤100
