Page ID,Page name,Disclaimer,Amount spent (CRC)
118971778191074,Partido Liberación Nacional,Partido Liberación Nacional,9807
182652761279,Fracción Liberación,Fracción Liberación,1090
1540070352761579,Leslye Bojorges,Leslye Bojorges,545
102643532445938,Ada Acuña - Diputada,Ada Acuña - Diputada,368
107981158439405,PLP Atenas,PLP Atenas,≤100
265843867173714,La Revista,La Revista,≤100
116601864818381,Lucía Monge Valverde,These ads ran without a disclaimer,≤100
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,≤100
100508562815254,Juan Diego González Picado,Juan Diego González Picado,≤100
112589195019287,Enjoy the Moment,These ads ran without a disclaimer,≤100
104002928883686,Somatic Institute For Women,These ads ran without a disclaimer,≤100
