Page ID,Page name,Disclaimer,Amount spent (UYU)
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
292074670808351,Frente Amplio,Frente Amplio,≤100
1633909283493941,Ert Bps,Director Representante del Sector Trabajadores Ramón Ruiz,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100
1829094547189770,El Clavel,These ads ran without a disclaimer,≤100
896046427178402,O'Farrell S.R.L,These ads ran without a disclaimer,≤100
105205065826536,pibemariposa,These ads ran without a disclaimer,≤100
1424003061235730,Asociación Autismo en Uruguay,Arlene Raquel Navarro Aguiar,≤100
