Page ID,Page name,Disclaimer,Amount spent (IDR)
23383061178,Prabowo Subianto,indonesia Adil makmur,702470
106074385580593,G24 Golkar Banten,Yayasan Golkar Institut SPKP,253665
68793499001,UNICEF,UNICEF with Facebook Ad Credits,81017
110428921864075,TANAH KAVLING BANTEN,These ads ran without a disclaimer,80561
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,78237
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,53204
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,42605
1716437738583378,Banten Dukung Ganjar,Ganjar Nusantara Indonesia,26474
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,23353
102122622640795,Catatan Menko Airlangga,Yayasan Golkar Institut,19039
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,19008
101203454841155,Kota Kite,Prayogo,13213
173776079818775,Saiful Mujani,Saidiman,12118
101428652793656,Readktif,Aditia Ramdani,11966
100493776029547,SiCaleg - Aplikasi Pemilihan Legislatif,SiCaleg,10740
104622532469179,Populis,Aditia Ramdani,10626
197545083607941,Harian Kompas,Harian Kompas,10189
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,9849
107965558190911,Bansos by DTKS,Mirza Eko Purwanto,9137
106883058905796,Tanda Seru,Aditia Ramdani,8241
635425077088293,Sahabat Pak Tengku,Ero Sukarna,7011
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,6828
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,6780
100649018546817,GanjarFans,These ads ran without a disclaimer,5314
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,4747
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,4692
111874238435241,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,4379
110952238516382,Kiki Daliyo,Juniar Dwi Harianto,4116
104830667806476,Melihat Indonesia,Melihat Indonesia,4104
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,3979
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,3950
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,3592
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,3533
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,3266
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,2895
102273039070802,Info Terkini,Muhammad Miftakhunnaim,2259
225952730433,RepublikaOnline,These ads ran without a disclaimer,2063
102959828790709,XSMB-Trụ Sở Chính,These ads ran without a disclaimer,1892
104427162506872,Fakta Anies,Fakta Anies,1885
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,1655
101101492306034,Mega News,Siti Sarah Iskandar,1565
103742372435301,Serang News,Ganjar Nusantara Indonesia,1526
102420936064150,Menangin.id,Dwi Wantoro,1481
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,1471
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,1312
108156498584853,Tetap Puan,Marabunta Family Cyber,1109
104843487722931,Portal Islam id,Portal Islam ID,978
100738338510838,Bangkitlah Indonesia,Iwan Hardiansyah,958
107712755364133,Melihat Tangerang,Ganjar Nusantara Indonesia,951
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,930
110952238516382,Kiki Daliyo,Dwi Wantoro,898
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,841
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,812
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,778
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,759
100398849135155,Sandiku Sayang,Iwan Hardiansyah,753
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,736
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,724
100359258525418,Pemulihan Lebih Baik,Muhammad Miftakhunnaim,689
100739975934515,Kemajuan Tanah Air,Muhammad Miftakhunnaim,675
101403669397488,Nikmatul Sugiyarto,Ganjar Nusantara Indonesia,520
103866218070109,Bung Idris,Muhammad Idris Siregar,398
110750361762052,Pikiran Rakyat,Desta Darmawansyah,349
106304798840888,Potret Pandeglang,Ganjar Nusantara Indonesia,337
106584595452427,Rumah GP Pantura,Ganjar Nusantara Indonesia,252
100569658898988,FORTUNE Indonesia,These ads ran without a disclaimer,237
109635261356229,"Bornok Simanjuntak, SH, MH",Bornok Simanjuntak,208
104732402342782,Filosofi tangerang selatan,Ganjar Nusantara Indonesia,198
133499096710708,Trans7 Club,These ads ran without a disclaimer,178
101221822692653,Filosofi Serang,Ganjar Nusantara Indonesia,128
104413062365657,Bogor Berargument,Ganjar Nusantara Indonesia,≤100
103581752405141,Sobar Harahap,Juniar Dwi Harianto,≤100
104780860985148,AJF ABADI JAYA Furniture,These ads ran without a disclaimer,≤100
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,≤100
104865885651439,Suara Bekasi,Ganjar Nusantara Indonesia,≤100
106079928863841,Kepulauan seribu bersatu,Ganjar Nusantara Indonesia,≤100
111313231664204,Bersama Sukabumi,Ganjar Nusantara Indonesia,≤100
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100
