Page ID,Page name,Disclaimer,Amount spent (VND)
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,33466
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,21746
101825789362820,Trung Tâm Điều Trị U - Triệt Tiêu Các Tế Bào Ung Thư 3,These ads ran without a disclaimer,21441
109874745174543,Vàng Bạc Kim Ngọc Anh,These ads ran without a disclaimer,12253
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,6608
654396084640049,IMM GROUP,IMM Group,5613
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,4786
101307016333491,Cha Phêrô Nguyễn Văn Tường,These ads ran without a disclaimer,3975
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,3701
108685817326606,Truther Piece Official,These ads ran without a disclaimer,2835
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,1470
408751076538567,Thầy thuốc Phạm Văn Thanh - Sức Khỏe Cho Người Tiểu Đường,These ads ran without a disclaimer,1302
105454012331966,Chủ Tịch Vân Anh,These ads ran without a disclaimer,1067
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,959
107817672184695,Trần Bảo Khương,These ads ran without a disclaimer,288
479359388848657,KetnoiSingapore,These ads ran without a disclaimer,211
111505864946076,"CH Football - Chuyên quần áo bóng đá, phụ kiện, dịch vụ in ấn, thêu logo",These ads ran without a disclaimer,208
102834919202706,CAPRIHome - Furniture & Decor,These ads ran without a disclaimer,≤100
