Page ID,Page name,Disclaimer,Amount spent (XCD)
486723854867439,MYUPP,United Progressive Party,≤100
108197841533582,St.Peter's Constituency-ABLP-,Rawdon Turner,≤100
203239449860143,Harold Lovell,United Progressive Party,≤100
64075711205,Antigua & Barbuda Labour Party,The Antigua & Barbuda Labour Party (ABLP),≤100
1451898645041985,Gaston Browne,The Antigua & Barbuda Labour Party (ABLP),≤100
482198868521917,Asot Michael,Asot A. Michael,≤100
44846920403,Dean,Athill Dean Jonas,≤100
