Page ID,Page name,Disclaimer,Amount spent (GBP)
106626487721376,Amazon Europe,Amazon Europe,5429
7715002593,UNICEF UK,Unicef UK,5417
102639461303190,Fair Pay For All,Fair Pay For All,4243
311627208673,WWF UK,WWF UK,3362
9250349228,Greenpeace UK,Greenpeace UK,3208
13047522725,Crimestoppers,Crimestoppers,2533
345463602161853,bp,bp,2003
403187191250,Soccer Aid,UNICEF UK,1521
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1370
799576543492660,The Week Junior,The Week Junior,1279
121936349543,World Vision UK,World Vision UK,1254
7043497714,Christian Aid,Christian Aid,1240
6406164817,Viva!,Viva! Vegan Charity,1148
101958682650112,ESG UK,Energy Saving Grants,1117
177855115588808,The Week UK,The Week UK,896
114806378280041,Stop dog attacks on English sheep,AZ Advice Limited,870
26698813123,British Red Cross,British Red Cross,824
105298484651843,SME Climate Hub,SME Climate Hub,824
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,790
34044296391,Surfers Against Sewage,Surfers Against Sewage,735
103662352102391,Family Debt Help,Ian Keith Parsons,699
112712550420527,Ekō UK,Ekō,631
59367068326,The Ramblers,The Ramblers,608
10677003998,Shelter,Shelter,599
18168505158,The Woodland Trust,Woodland Trust,597
119085418114832,The Body Shop,The Body Shop,592
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",585
35671512696,World Animal Protection UK,World Animal Protection UK,582
569834799727730,National Grid UK,National Grid UK,570
117476785190,Save the Children UK,Save the Children UK,535
186622728032,RSPB,RSPB,513
220543443746,International Rescue Committee - UK,International Rescue Committee UK,509
109088285010415,Bucovineanul-Voloșeniuc Ștefan,Jinesh Pravinchandra Shah,448
6316017331,Terrence Higgins Trust,Terrence Higgins Trust,439
490007667679401,Hugh James,Hugh James,408
7527864602,WaterAid UK,WaterAid UK,403
10114144851,NSPCC,NSPCC,400
104255571968810,Save My Vape,Save My Vape,398
113389667191398,ROOT ZERO,Puffin Produce,381
123311187737843,GSK,GSK,380
175338329150218,Help For Heroes,Help for Heroes,340
274651352565844,Oltco Ltd,Oltco Ltd,327
40952091012,Asthma + Lung UK,Asthma + Lung UK,322
47612991154,Dignity in Dying,Dignity in Dying,304
1660600037490738,Guardian Labs,Guardian Labs,292
195754307110390,Right To Life UK,Right To Life UK,290
104768005247443,Say No To WHO,Say no to WHO,272
227427673437,Tree Aid,Tree Aid,267
246872175166,Action Against Hunger UK,Action Against Hunger UK,265
159969930741814,The Wildlife Trusts,The Wildlife Trusts,258
21242962092,ClientEarth,ClientEarth,239
158077247591710,Refuge,Refuge,213
1586251881644270,Keir Starmer,The Labour Party,207
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,205
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,202
108951391565231,Help to Heat,Huw John Llewellyn,181
112845639376,Refugee Action,Refugee Action,180
25749647410,The Labour Party,The Labour Party,176
88845925295,Fairtrade Foundation,Fairtrade Foundation,172
290498754454402,European Movement UK,European Movement UK,165
2558329857727118,Families In Debt,Families in debt,161
7624294394,Amnesty International UK,Amnesty International UK,161
47496679743,The Climate Coalition,The Climate Coalition,159
7525251658,Virgin Unite,Virgin Unite,154
110538548040758,Care2 UK,John Ayling & Associates,150
353224381469808,ifaw,IFAW,148
249209468838241,Good Law Project,Good Law Project,144
169042736456594,All Out,All Out,141
139695000173,Good Energy,Good Energy,131
1863944713844924,Best For Britain,Best for Britain,130
10986039307,VSO,VSO,130
414054999061808,Mashroom,These ads ran without a disclaimer,129
111339325988454,The Coders Guild,The Coders Guild,127
18044497940,Plan International UK,Plan International UK,127
9695206314,Sustrans,Sustrans,126
131891836851920,MAF UK,Mission Aviation Fellowship UK,125
7214031395,Oxfam Great Britain,Oxfam Great Britain,122
40409120801,Refugee Council,Refugee Council,122
135456716565905,Guardian Jobs,Guardian Jobs,121
