Page ID,Page name,Disclaimer,Amount spent (ARS)
114364621598017,Vamos San Juan,Frente San Juan por Todos,837650
398675146900419,José Luis Gioja,SAN JUAN POR TODOS,532530
138406616275954,Marcelo Orrego,Producción y Trabajo,208991
105198205212656,La Voz Sanjuanina,La Voz SJ,73879
862393870465260,Fabian Martin,Fabian Martin Intendente,69772
886667964679142,Fabián Gramajo,Fabián Gramajo,67834
173622081427796,San Juan Al Momento,San Juan Al Momento,61955
101981331559670,Algarrobo Diario,Algarrobo Diario,39771
1996821287271445,Marcelo Arancibia,Marcelo Arancibia,35379
106560742263098,Noticias El Portal,Noticias El Portal,25598
114466054858948,Eduardo Cerimedo,Eduardo Cerimedo,19737
432716433933307,Despertar San Juan,Despertar San Juan,16900
102187456039094,Enterate Ya,Enterate Ya!,15699
113395874909201,Punto Noticias,Punto Noticias Web,13184
112090455034177,El Portavoz Oficial,El Portavoz,12425
111064391804839,Argentina Productiva,Argentina Productiva,10956
111600998225620,Noticias Zero,Noticias Zero,10605
604575512919532,Cristian  Andino,Cristian  Andino,10244
101071765631320,Diario UNO SJ,Diario UNO SJ,9960
110806461830762,El Sol Web,El Sol Web,9550
1414772295433829,Carlos Munisaga,Carlos Munisaga,9252
106716278920168,Noticias Argentinas,Noticias Argentinas Web,9223
605540860101596,Diario Criollo,Diario Criollo,8203
104733589113258,La Gaceta Nacional,La Gaceta Nacional,7641
1648727585402442,No te votés en contra,ComunicaciónPop,7578
104006572569699,Indignados San Juan,Indignados San Juan,6662
102534516011045,La Gloria Noticias,La Gloria Noticias,6343
103740369249125,El Provinciano,El Provinciano,6290
628498977777284,El Continental,Periodico El Continental,5997
111669735076988,Hora Cero,Hora Cero Noticias,5635
1499357633665032,IVAN KADI,Enzo Cornejo,4956
233454334261427,Enzo Cornejo,Enzo Cornejo,4955
545934848883805,Susana Laciar,Susana Laciar,4769
110276628358382,El Autónomo,El Autónomo,4410
111424165032805,Fabiana Carrizo,Fabiana Carrizo,4118
