Page ID,Page name,Disclaimer,Amount spent (BSD)
108785284600576,"J. Kwasi Thompson, MP East Grand Bahama",Kwasi Malik Thompson,≤100
109784241737504,A Closer Look,Fincastle Media Group,≤100
