Page ID,Page name,Disclaimer,Amount spent (BSD)
109784241737504,A Closer Look,Fincastle Media Group,150
1025152104235573,Team Cooper - Chester Cooper,Isaac Chester Cooper,≤100
1617753965111540,Oil and Gas World/Oil Sands Strong,These ads ran without a disclaimer,≤100
111026898242419,Senator Michela Barnett-Ellis,Michela Elaine Ellis,≤100
681614015247190,Caribbean National Weekly,These ads ran without a disclaimer,≤100
