Page ID,Page name,Disclaimer,Amount spent (IDR)
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,306977
23383061178,Prabowo Subianto,indonesia Adil makmur,197076
101367882644316,GP Gorontalo,Ganjar Nusantara Indonesia,118797
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,78503
104899195891472,Berita Ganjar Pranowo,Berita Ganjar Pranowo,50180
526765274016858,DPD Gerindra Gorontalo,DPD Gerindra Gorontalo,42287
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,40151
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,37240
100649018546817,GanjarFans,GanjarFans,33385
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,17849
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,14596
111864151754055,Esensi TV,Esensi Tv,14112
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,8960
106690092440342,Pemilu KIT,PEMILU KIT,7495
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,5993
39253583478,PDI Perjuangan,PDI Perjuangan,4474
103330282779367,Dua Digits Creative,Dua Digits Creative,3893
110294151987732,Head Politika,Head Politika,3285
349963858704476,Komit Digital,Komit Digital,2668
109455838815878,Moveprenuere,Moveprenuere,2469
1547369918837496,Zulkifli Hasan,Media Center PAN,2445
101866128977837,Belajar Pemilu,Belajar Pemilu,2134
572779142753263,Freeport Indonesia,Freeport Indonesia,1686
101679818973699,Sahabat Ganjar Pranowo,Sahabat Ganjar Pranowo,1675
104830667806476,Melihat Indonesia,Melihat Indonesia,1554
103959895185608,Project Multatuli,Project Multatuli,1507
197545083607941,Harian Kompas,Harian Kompas,1489
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,1324
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,1267
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,1241
104799384898162,Indonesia Berkabar,Ganjar Nusantara Indonesia,965
453351114734458,Kabar PKS,Kabar PKS,860
105078282583947,Rumah Kita Korsel,Ganjar Nusantara Indonesia,818
116859974651478,Gerakan Infaq Beras Bandung,Gerakan Infaq Beras Bandung,789
113441885019936,Kawan Sigit Raditya,Kawan Sigit Raditya,787
164909433966316,Suara Anies,Suara Anies,760
104161768809633,Dompet Yatim Dan Dhuafa,Dompet Yatim Dan Dhuafa,754
110750361762052,Pikiran Rakyat,Pikiran Rakyat,714
615278595537091,SimCaleg - Aplikasi Pemilihan Legislatif,SimCaleg - Aplikasi Pemilihan Legislatif,635
100133123132376,Racik Creative,Racik Creative,617
102770798806295,Binangun Karya Digital,These ads ran without a disclaimer,603
101804639078770,Unboxing Anies,Unboxing Anies,593
