Page ID,Page name,Disclaimer,Amount spent (EUR)
116458968941226,Bord na Móna,Bord Na Móna,≤100
149890191689087,Bord Gáis Energy,Bord Gáis Energy,≤100
291934661006674,HSE Ireland,HSE Ireland,≤100
18135444535,Trocaire,Trocaire,≤100
6891149895,Concern Worldwide,Concern Worldwide,≤100
439786533246186,Irish Human Rights & Equality Commission,"All Human, All Equal",≤100
88243924389,Depaul Ireland. Ending Homelessness.,Depaul Ireland,≤100
81357518349,UNICEF Ireland,These ads ran without a disclaimer,≤100
247809738564793,Belong To,BeLonG To Youth Services,≤100
112289898015469,Fair Seas,Fair Seas,≤100
395121633857254,SEAI,SEAI,≤100
1410175299237713,AIB,AIB,≤100
