Page ID,Page name,Disclaimer,Amount spent (VND)
106994278911120,JP&US Chuyên Hàng Chính Hãng,These ads ran without a disclaimer,24703
113283690847449,Thương Hiệu Quốc Gia Online,These ads ran without a disclaimer,4783
919479674872321,Báo Nghệ An,Báo Nghệ An,3805
101865258169428,ĐEN Secondhand,ĐEN Secondhand,2727
106649512163916,"Trung Tâm  Điều trị U Xơ, U Nang, U Tuyến Giáp-0923.697.484",These ads ran without a disclaimer,1890
111831663772285,BOMvn,BOMvn,995
107403055247226,Bitu - Giao Tiếp Tiếng Anh 5.0,These ads ran without a disclaimer,589
105845511087981,TRUYỀN HÌNH AN VIÊN,TRUYỀN HÌNH AN VIÊN,442
107419398838282,Global Digital Inclusion Partnership,These ads ran without a disclaimer,≤100
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100
143661702404558,Хочу учиться в США,These ads ran without a disclaimer,≤100
1625350890913575,Viettel Solutions,These ads ran without a disclaimer,≤100
