Page ID,Page name,Disclaimer,Amount spent (HNL)
1392592317738074,Jorge Cálix,Jorge Cálix,385
919092984894463,Partido Salvador de Honduras,Cordelia Ordoñez,≤100
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
116704324641637,Fundacion De Búsqueda Y Rescate De Migrantes,These ads ran without a disclaimer,≤100
2243777035887858,Revista La Mañana,Sara Florencia Salgado Cortez,≤100
756716427812587,HonduRap,These ads ran without a disclaimer,≤100
114601521910,Jorge Aldana,Jorge  Aldana,≤100
199897540054379,Félix Gracia,These ads ran without a disclaimer,≤100
115895401463440,Entretenimiento,These ads ran without a disclaimer,≤100
