Page ID,Page name,Disclaimer,Amount spent (CRC)
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,5590
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,2711
643513979193133,Unidos por Beatriz,Neuma,718
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,560
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,560
102084562479533,Digital506,Digital506,489
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,320
101208005522646,Ing. Joaquín Hernández R.,Allan Andres Chaves Solis,192
265843867173714,La Revista,La Revista,≤100
2006883116083469,Cristopher Montero Jiménez,Cristopher Montero Jimenez,≤100
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100
101232055514771,Yonder Salas - Diputado,Yonder Salas - Diputado,≤100
596858787607676,Ciudades Verdes,These ads ran without a disclaimer,≤100
145648232252879,Disfam - Asociación Dislexia y Familia,These ads ran without a disclaimer,≤100
