Page ID,Page name,Disclaimer,Amount spent (AED)
339630283160450,Al Tayer Motors Land Rover UAE,Al Tayer Motors Land Rover UAE,134
193631434303282,Al Tayer Motors,Al Tayer Motors,110
100886642869705,Gulf Nеws,These ads ran without a disclaimer,≤100
578129085690686,Ajman International Education & Training Exhibition,These ads ran without a disclaimer,≤100
153887384672062,Doctors Without Borders / Médecins Sans Frontières,These ads ran without a disclaimer,≤100
68793499001,UNICEF,These ads ran without a disclaimer,≤100
106078201269224,JOBY,These ads ran without a disclaimer,≤100
103387945862058,haverlysystems,These ads ran without a disclaimer,≤100
136099883080345,Chocolate.com,These ads ran without a disclaimer,≤100
103659765532260,華夏focus,These ads ran without a disclaimer,≤100
158816240880142,Houghton House Addiction & Mental Health Treatment Centres,These ads ran without a disclaimer,≤100
