Page ID,Page name,Disclaimer,Amount spent (UYU)
487382181357231,Diego Echeverría,Javier Guadalupe,1796
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,≤100
118843371534548,AUTE - Agrupación UTE - Sitio Oficial,AUTE,≤100
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
102807685873350,Facundo Marziotte,AE Comunicacion Visual,≤100
109742511433906,Intersocial Maldonado,Irene Gonçalvez Mautone,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,≤100
115637490346169,Djecko official جيكو الفرنسيسو,These ads ran without a disclaimer,≤100
518564558675769,Vertiente Artiguista San José,Daniel Fernando Blanco D'Oliveira,≤100
