Page ID,Page name,Disclaimer,Amount spent (CLP)
159639460764792,LATAM Airlines,LATAM Airlines,251841
108291914947259,Mi Derecho a Educar,Felipe Varela,79816
228557190541436,BancoEstado,BancoEstado,76781
108922248816222,Secretaría de Participación Ciudadana,Secretaría de Participación Ciudadana,69036
105216321995280,Pivotes_cl,Fundación Pivotes,53908
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,43591
860605540813125,BTG Pactual Chile,BTG Pactual Chile,36207
104189318481439,Minería y Futuro,Mineria y Futuro,35403
78239901502,Diario Financiero,Grupo DF,34598
1396460303715065,Carozzi,Carozzi,32989
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,30856
580663538777736,Consejo Minero,Feedback Comunicaciones,27920
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,16092
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,15355
103527991214141,Cero DICOM,Cero Dicom,14063
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,10648
191871627527097,INGENIERIAUDD,Ignacio Rivas Fernandez,10031
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,7984
105798328215264,Asistencia Familia,Asistencia Familia,7413
254968451965503,Juan Valdes,Juan Valdes,7106
117807634946410,Sociedad de Fomento Fabril (Sofofa),Sofofa,5977
194708347256755,Puranoticia.cl,Puranoticia.cl,4778
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,4605
207212363097967,Senador José Durana Semir - XV,José Miguel Alberto Durana Semir,4220
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,3892
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,Facultad de Agronomía e Ingeniería Forestal UC,3848
1684275668479792,La Casona de los Jóvenes,La Casona de los Jóvenes,3633
106088671518497,Agustín Iglesias Concejal Independencia,Agustin Ignacio Iglesias Munoz,3289
226593947367922,Cultiva,Cultiva,3096
181189911970230,Alberto Undurraga V,Alberto Undurraga V,3092
103030962615298,Chile YAAC,Chile YAAC,2961
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,2776
211625929000469,Jaime Escudero,Jaime Escudero,2490
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,2414
106037731330237,CentroAvance,Centro Avance,2414
113540781539326,Workmed,Workmed,2351
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,1889
710390285658166,Ximena Rincón,Ximena Rincón,1609
1880363765543549,Juan Ignacio Latorre Senador,Juan Ignacio Latorre Senador,1350
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,1320
106580054753486,Krist Naranjo Gobernadora Independiente Región  De Coquimbo,Krist Pia NIcole Naranjo Peñaloza,864
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,862
231952623614906,Daniel Melo Diputado,Diputado Daniel Melo,645
108390475493550,Belong Communication Lab,Belong Communication Lab,400
116409214719049,Acción y Reacción,These ads ran without a disclaimer,375
128647447236348,ricardo rabanal bustos,Ricardo Ignacio Rabanal Bustos,348
117963364607776,Núcleo Milenio LM2C2,Constanza Isidora Pérez Zuniga,336
558224964238853,Anglo American,Anglo American,239
108520721594832,Es tu salud Chile,BFLOOW SPA,≤100
276495626058232,En Tu Propia Late,Jose Luis Silva,≤100
107151670642286,Al Aguaite Sin Censura,Maxi Agustin Soto Yañez,≤100
985173398241132,Gloria Bournigal,These ads ran without a disclaimer,≤100
19746387261,Humane Society International,These ads ran without a disclaimer,≤100
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100
