Page ID,Page name,Disclaimer,Amount spent (GBP)
100771226087265,Susie's Tips,Susie's Tips,10148
311627208673,WWF UK,WWF UK,6743
102639461303190,Fair Pay For All,Fair Pay For All,4976
408582579294175,UK government,UK Government,3998
7214031395,Oxfam Great Britain,Oxfam Great Britain,2601
9250349228,Greenpeace UK,Greenpeace UK,2307
10677003998,Shelter,Shelter,2142
208573062515662,Freedom from Torture,Freedom from Torture,2112
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1978
7715002593,UNICEF UK,Unicef UK,1818
799576543492660,The Week Junior,The Week Junior,1751
25749647410,The Labour Party,The Labour Party,1722
13047522725,Crimestoppers,Crimestoppers,1667
713179875369048,London Gov,The Greater London Authority,1660
514212165305248,Leigh Day,Leigh Day,1623
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,1533
10499876484,Compassion in World Farming,Compassion in World Farming,1499
8422578815,Soil Association,Soil Association,1466
241312696375349,National Education Union,National Education Union,1451
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1246
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,1105
10114144851,NSPCC,NSPCC,893
841894835830532,Electoral Commission UK,Electoral Commission UK,874
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,758
107310464728068,Britain Remade,BRM Futures Limited,745
1613092172114946,DWP Digital,Department for Work and Pensions,721
268801635305,Breast Cancer Now,Breast Cancer Now,715
19895907944,CAFOD,CAFOD,705
260012884055691,Metropolitan Police Service,Metropolitan Police Service,700
139695000173,Good Energy,Good Energy,687
7043497714,Christian Aid,Christian Aid,613
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",562
59367068326,The Ramblers,The Ramblers,553
121936349543,World Vision UK,World Vision UK,543
7527864602,WaterAid UK,WaterAid UK,542
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,528
97116898596,Sightsavers,Sightsavers,525
122052607808255,CAGE,CAGE,506
112712550420527,Ekō UK,SumOfUs,504
308291623138631,Eco Footprint,Richard Lee Hughes,490
839249709578255,CrowdFarming,These ads ran without a disclaimer,472
112712550420527,Ekō UK,Ekō,467
63451405593,NFU Online,NFU Online,447
192492137520412,HETAS,HETAS,442
40409120801,Refugee Council,Refugee Council,411
1586251881644270,Keir Starmer,The Labour Party,403
116625838402686,FareShare,FareShare,398
117476785190,Save the Children UK,Save the Children UK,397
37981137361,The Children's Society,The Children's Society,397
220543443746,International Rescue Committee - UK,International Rescue Committee UK,389
1375275242695056,National Crime Agency,National Crime Agency,360
21242962092,ClientEarth,ClientEarth,356
177855115588808,The Week UK,The Week UK,352
35671512696,World Animal Protection UK,World Animal Protection UK,332
685018844928882,Labour North,The Labour Party,330
169042736456594,All Out,All Out,330
274651352565844,Oltco Ltd,Oltco Ltd,311
101958682650112,ESG UK,Energy Saving Grants,306
1660600037490738,Guardian Labs,Guardian Labs,294
175338329150218,Help For Heroes,Help for Heroes,294
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,292
47612991154,Dignity in Dying,Dignity in Dying,289
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),287
195754307110390,Right To Life UK,Right To Life UK,279
143837658998810,WWT,Wildfowl and Wetlands Trust,276
40952091012,Asthma + Lung UK,Asthma + Lung UK,241
9580139707,Battersea,Battersea,240
358126247463,Speech and Language UK,Speech and Language UK,231
246872175166,Action Against Hunger UK,Action Against Hunger UK,222
