Page ID,Page name,Disclaimer,Amount spent (EGP)
113432613540693,وزارة الصحة والسكان المصرية,وزارة الصحة والسكان المصرية,1031
104020192686610,ARKAN,These ads ran without a disclaimer,413
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,408
109093158038193,Mohamed El Manzalawi - محمد المنزلاوي,Mohamed El Manzalawi - محمد المنزلاوي,363
798673866859390,ETC TV,ETC TV,306
101870128517281,بنك المخلفات المصري/egyptian waste bank,These ads ran without a disclaimer,263
550280998481446,Rasha Kelej,Rasha Kelej,252
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,190
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,188
963424467011784,أحمد فتحي - Ahmed Fathy,أحمد فتحي - Ahmed Fathy,167
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,145
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,131
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,115
101143755821036,Shimaa beauty center,These ads ran without a disclaimer,112
158643697625854,محمد تيسير مطر - Mohamed Tayser Mattar,Aplus,108
137375666332415,Paper Middle East Exhibition,These ads ran without a disclaimer,106
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,106
597559790371644,نادى الزهور الرياضى,نادى الزهور الرياضى,≤100
101009088774421,حزب حماة الوطن,حزب حماة الوطن,≤100
308088503057656,النائب محمود عصام,النائب محمود عصام,≤100
110877857406073,المهندس حسام لبن,المهندس حسام لبن,≤100
1677128205908462,Islam Bahi El-Din - إسلام بهي الدين,Islam Bahi El-Din - إسلام بهي الدين,≤100
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,≤100
362343897803220,الفيوم سنورس علي رأس الساعة,These ads ran without a disclaimer,≤100
743199805779919,الموقف المصري,These ads ran without a disclaimer,≤100
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,≤100
