Page ID,Page name,Disclaimer,Amount spent (DKK)
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),6751
26458152911,SOS Børnebyerne,SOS Børnebyerne,4706
72672361910,Børns Vilkår,Børns Vilkår,2933
59143726810,Psykiatrifonden,Psykiatrifonden,2676
125934997444897,SuperBrugsen,Coop,2521
12860228293,Politiken,Politiken,2241
63691965101,UNICEF Danmark,UNICEF Danmark,2222
399210657232918,PlanBørnefonden,PlanBørnefonden,1941
67571270393,Red Barnet,Red Barnet,1815
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1797
867877683280051,Weekendavisen,Weekendavisen,1729
65929129383,Røde Kors,Røde Kors,1672
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1580
66328502645,Dagbladet Information,Dagbladet Information,1490
122577072476986,Amalo,Amalo,1285
12787473132,Berlingske,Berlingske,1281
314676938743,DM din akademiske fagforening,DM,1214
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,1166
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,1120
116269191760882,DSB,DSB,854
175901923124109,København LIV,København LIV,791
49348971479,Pia Olsen Dyhr,SF,757
55365680705,Greenpeace Danmark,Greenpeace Danmark,732
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,720
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,719
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,641
1643818125897989,Fonden Novavi,Fonden Novavi,627
287306323369,Børnecancerfonden,Børnecancerfonden,613
178362315106,European Parliament,European Parliament,558
1688214178159008,BARONS,BARONS,553
748887235210811,Obton Forvaltning A/S,Obton A/S,541
69985338410,Jacob Mark,SF,534
19176473894,IMS (International Media Support),IMS (International Media Support),460
130388840342741,Danske Bank,Danske Bank,418
102154048301476,Lederstof.dk,Lederne,393
250994288337708,Sex og Samfund,Sex og Samfund,345
1704424023182897,Politiken Historie,Politiken Historie,338
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,329
111095867334448,Rent Hav,Rent Øresund,328
154415494575789,IDA,IDA,320
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,319
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,312
246977185497434,Plastic Change,Plastic Change,301
2047554945456852,Climaider,Climaider,297
98673036962,ROLDA,These ads ran without a disclaimer,281
121570596369,CARE Danmark,CARE i Danmark,269
109450894144575,Kontrast,Kontrast.dk Aps,263
437410226312057,Københavns Kommune,Københavns Kommune,256
1497190180404355,Kira Marie Peter-Hansen,Kira Marie Peter-Hansen,252
106468772046278,Project Greensand,Project Greensand,241
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,233
126543540781090,Ældre Sagen,Ældre Sagen,222
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,209
1437219173185225,Myhouse,CDM A/S,203
304554445813,Videncentret Bolius,Videncentret Bolius,194
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,192
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,188
90497015205,Kvickly,Coop,168
74796954245,SF,SF,164
334571029981175,DM og MA studerende,DM,161
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,159
36664432940,Amnesty International Danmark,Amnesty Danmark,157
104123483391744,Os der elsker film,Rettighedsalliancen,154
246097715413231,Alkohol & Samfund,Alkohol & Samfund,106
1724068710936501,Anja C Jensen,HK Danmark,106
141343589252160,Dansk Industri - DI,Dansk Industri,104
32416796716,Lindhardt og Ringhof,Lindhardt og Ringhof,104
23488866416,Ateistisk Selskab,Ateistisk Selskab,≤100
1405355586351630,Carlsbergfondet,Carlsbergfondet,≤100
426710364116751,Kvæg,Landbrug & Fødevarer F.m.b.A. SEGES,≤100
145194885519706,Kulturværftet,Kulturværftet,≤100
366165650071333,Enhedslisten Køge,Rolskov Niels,≤100
1624533954331418,Bylisten,Imad Nabil Daher,≤100
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,≤100
356520931077196,Europabevægelsen,Europabevægelsen,≤100
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,≤100
10349651868,Dyrenes Venner,Dyrenes Venner,≤100
506942356126650,Glostrup Forsyning,Glostrup Forsyning,≤100
98486774725,Djøf,Nicolai Kromann Pein,≤100
108712950993575,MIGHTY MONDAY,These ads ran without a disclaimer,≤100
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,≤100
339042332802538,Frederiksberg Forsyning,Frederiksberg Forsyning,≤100
568507866664113,Forlaget Orbis,Forlaget Orbis,≤100
433788933422274,Avisen Danmark,Avisen Danmark,≤100
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,≤100
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,≤100
304554445813,Videncentret Bolius,Bolius,≤100
108078325238131,DH Vestegnen,DH Vestegnen,≤100
216843468440477,Helsingør Dagblad,Helsingør Dagblad,≤100
384003985972,Greentel,Greentel,≤100
299880716702992,KIU - Patientforeningen Kræft i underlivet,KIU - Patientforeningen Kræft i underlivet,≤100
360787567740895,Volt Danmark,Volt Danmark,≤100
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,≤100
