Page ID,Page name,Disclaimer,Amount spent (JMD)
107303168879177,therealafricandiary,These ads ran without a disclaimer,≤100
102394101663244,Romance L i b r a r y,These ads ran without a disclaimer,≤100
907882369274696,Youths For Excellence,Jenine Ashley Shepherd,≤100
