Page ID,Page name,Disclaimer,Amount spent (VND)
121473045207787,Như Hoa,These ads ran without a disclaimer,47583
868529503523962,Vân Hiền,These ads ran without a disclaimer,41911
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,22156
136777237006600,Dương Thuý,These ads ran without a disclaimer,21412
104462548985190,Huyền Thảo,These ads ran without a disclaimer,15898
111831663772285,BOMvn,BOMvn,4996
113572597633089,Linh Hiền,These ads ran without a disclaimer,3551
1507429892822619,BOM Money,BOM Money,1711
101706612600436,Liên Vy,These ads ran without a disclaimer,1420
105033305594595,Nguyệt Hương,These ads ran without a disclaimer,1033
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,≤100
101865258169428,ĐEN Secondhand,ĐEN Secondhand,≤100
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,≤100
155460521146066,RFI Tiếng Việt,These ads ran without a disclaimer,≤100
113791813611399,Kim Hoa,These ads ran without a disclaimer,≤100
108251684871703,Lemon8,These ads ran without a disclaimer,≤100
