Page ID,Page name,Disclaimer,Amount spent (HUF)
100854821274719,Sajgó György - Momentum,Momentum Mozgalom,16520
127355373967413,Pécsi STOP.hu,Pécsi STOP.hu,10048
191461774219575,hirado.hu,hirado.hu,6601
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,6064
224274995688487,Bohár Dániel - Riporter,Megafon,5524
1406386486355924,Partizán,Partizán,4790
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,3827
110149601578231,GeriJoca,Megafon,3691
543788999005363,ORIGO,Mediaworks Hungary Zrt.,3504
248172631940,Mandiner,Mediaworks Hungary Zrt.,3017
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,2903
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,2420
103591687668484,Zag Gábor,Demokratikus Koalíció,2389
109637397268775,Nyugati Pályán,Splendidea Communications Kft,2312
178362315106,European Parliament,European Parliament,2268
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,2198
1534911313439123,Ripost,Ripost,2084
1878531865537365,Kálmán Olga,Demokratikus Koalíció,1937
776079922494181,Apáti Bence hivatalos oldala,Megafon,1926
294815374340858,Donáth Anna,Momentum Mozgalom,1916
128596180810227,Stefi Déri,Megafon,1664
1880809845328535,Dobrev Klára,Demokratikus Koalíció,1494
503614639975773,Trombitás Kristóf,Megafon,1267
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,1251
102641477991941,bahir.hu - BAHÍR,ZÖLD BARANYA KFT.,1237
592204747588011,Momentum Mozgalom,Momentum Mozgalom,1199
118152054556475,Deák Dániel,Megafon,1095
594088897289853,Alapjogokért Központ,Alapjogokért Központ,1078
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,1076
264517713636590,PestiSracok.hu,PestiSrácok.hu,1056
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,905
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,800
1418381101823292,Szivárványcsaládokért Alapítvány,Szivárványcsaládokért Alapítvány,791
745695918854943,Nyugati Fény,Nyugati Fény,770
100299381703981,Ps TV,PestiSrácok.hu,736
112694594992064,Mehr Licht,Mehr Licht,724
287770891404,Jobbik-Konzervatívok,Jobbik Magyarországért Mozgalom,686
405035972853835,OMV Filling Stations,OMV Hungária Kft.,635
102414628645144,Korondy Tamás,Megafon,622
1122781531137859,Ellenszél,Ellenszél,619
131283758531,HVG,HVG Kiadó ZRt.,597
451844608304228,Metropol,Metropol,569
1059773170712510,Őri László,Őri László,532
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,495
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,480
100401808007704,EzaLényeg.hu,EzaLényeg.hu,467
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,460
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,458
92932085233,TASZ,TASZ,456
451084968283411,Klímainnovációs Közösség,PANNON Pro Innovációs Kft.,450
851784814892644,Simicskó István,KDNP frakció,399
108271407361251,Transzparens Újságírásért Alapítvány,Transzparens Újságírásért Alapítvány,399
788960034452071,Potápi Árpád János,Potápi Árpád János,387
1722969024662464,Civil Összefogás Fórum,CÖF-CÖKA,372
447204268797621,RTL.hu,RTL.HU,356
537817739693723,Brain Bar,Brain Bar,337
102426795954406,Nobilis Márton,Nobilis Márton,324
445067412712417,Dr. Molnár Krisztián,Dr. Molnár Krisztián,307
1408906262689093,Nyitrai Zsolt,Fidesz,304
267882727864,Kubatov Gábor,Fidesz,273
345496092135627,Hír TV,Mediaworks Hungary Zrt.,271
519279158277826,Szülői Hang,Szülői Hang,265
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,262
107793155962688,Gyermekrák Alapítvány,Gyermekrák Alapítvány,260
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,241
120800934626447,United Way Magyarország,United Way Magyarország,227
348148758663062,Indahouse Hungary,InDaHouse Hungary Egyesület,214
108248022589754,Bosch Magyarország,Bosch Magyarország,210
85568463466,Mérce,Mérce,209
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,197
149061108240,Kocsis Máté,Fidesz frakció,189
76748198685,Budapest Pride,Budapest Pride,187
105774734948091,Hungarian Conservative,Hungarian Conservative,184
131797633528377,Jávor Benedek,Párbeszéd Magyarországért,182
390232091384,Habitat for Humanity Magyarország,Habitat for Humanity Magyarország,182
128573907819549,Fekete-Győr András,Momentum Mozgalom,170
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,168
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,164
109983377136210,Polgári Magyarországért Alapítvány,Polgári Magyarországért Alapítvány,155
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,144
342785876208317,Mellár Tamás,Párbeszéd Magyarországért,140
126539424061030,Háttér Társaság,Háttér Társaság,134
104352305708088,Elemi.hu,Elemi.hu,132
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",128
106236922109249,Hajnal-2026,Hajnal-2026,124
170187966339475,Life.hu,Mediaworks Hungary Zrt.,124
306318386058001,Dr. Molnár Csaba,Demokratikus Koalíció,117
520814838255629,Agapé Gyülekezetek Közössége,Agapé Gyülekezetek Közössége,117
1624742971133297,Sanofi Magyarország,Sanofi-Aventis Magyarország Kereskedelmi és Szolgáltató Zrt.,116
421262681731198,Vasarnap.hu,Kovács K. Zoltán Alapítvány,114
490030231058740,444,Magyar Jeti Zrt - 444.hu,112
268042136672212,Századvég,Századvég Közéleti Tudásközpont Alapítvány,112
222720184518334,Font Sándor,Font Sándor,110
106419404092005,HEGY,Hajnal egyesület Gyömrőért - HEGY,104
