Page ID,Page name,Disclaimer,Amount spent (BSD)
137651823623470,Office of the Prime Minister - The Bahamas,The Office of The Prime Minister Bahamas,≤100
114606549484,Philip Brave Davis,The Office of The Prime Minister Bahamas,≤100
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100
102385692569586,"Youth Help Foundation, Inc",These ads ran without a disclaimer,≤100
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100
