Page ID,Page name,Disclaimer,Amount spent (BSD)
114606549484,Philip Brave Davis,The Office of The Prime Minister Bahamas,≤100
93984918561,Arthur Lok Jack Global School of Business,These ads ran without a disclaimer,≤100
109784241737504,A Closer Look,Fincastle Media Group,≤100
146824719213191,"Clay Sweeting MP, Central & South Eleuthera","Clay Sweeting MP, Central & South Eleuthera",≤100
