Page ID,Page name,Disclaimer,Amount spent (ILS)
283445232509318,פרקליטות המדינה,משרד המשפטים,≤100
126099790738165,אנימלס,אנימלס,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
103897295761369,Alex Blinkin - אלכס בלינקין,אלכסנדר בלינקין,≤100
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,≤100
108787681841168,רישיון נשק בקליק,Michael Michel Levi,≤100
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,≤100
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,≤100
468634849844348,עיריית אור יהודה,עיריית אור יהודה,≤100
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,≤100
