Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,14601
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,5948
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,5772
573559522797177,Flokkur fólksins,Flokkur Fólksins,4217
1016761808389143,Lilja Dögg Alfreðsdóttir,These ads ran without a disclaimer,2613
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,1974
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,1797
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,1596
152804904889,Samfylkingin,Samfylkingin,1001
154893001218870,ADHD samtökin,ADHD samtökin,859
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,149
128343913499751,Haши в Европе,These ads ran without a disclaimer,≤100
